Work,Education,City/Home Town
"[[['visionprogrammer.com']], [['Owner/Blogger', '1 January 2020 to present', 'Islamabad']], [['I share my knowledge towards python programming on this website. Become a programmer with a vision of the for society!!!']]]","[[['Bahria University Islamabad Campus'], ['IMCB F-7/3'], ['University Institute of Information Technology - UIIT-UAAR']], [['The Artificial Intelligence'], ['Left in 2018', 'Islamabad, Pakistan'], ['Software Engineering', 'Rawalpindi, Pakistan']]]","[[['Islamabad, Pakistan'], ['Sargodha']], [['Current city'], ['Home Town']]]"
